national_number,gen,pokemon_name,primary_type,secondary_type,classification,height_m,weight_kg,hp,attack,defense,sp_attack,sp_defense,speed,abilities_0,abilities_1,is_sublegendary,is_legendary,is_mythical,evochain_1,evochain_2,evochain_3,evochain_4,mega_evolution,description,image
809,VII,Melmetal,steel,,Hex Nut Pokémon,2.5,800,135,143,143,80,65,34,Iron Fist,,0,0,0,Meltan,Melmetal,,,,"At the end of its life-span, Melmetal will rust and fall apart. The small shards left behind will eventually be reborn as Meltan.",
810,VIII,Grookey,grass,,Chimp Pokémon,0.3,5,50,65,50,40,40,65,Overgrow,,0,0,0,Grookey,Thwackey,Rillaboom,,,"When it uses its special stick to strike up a beat, the sound waves produced carry revitalizing energy to the plants and flowers in the area.",
811,VIII,Thwackey,grass,,Beat Pokémon,0.7,14,70,85,70,55,60,80,Overgrow,,0,0,0,Grookey,Thwackey,Rillaboom,,,"The faster a Thwackey can beat out a rhythm with its two sticks, the more respect it wins from its peers.",
812,VIII,Rillaboom,grass,,Drummer Pokémon,2.1,90,100,125,90,60,70,85,Overgrow,,0,0,0,Grookey,Thwackey,Rillaboom,,,"By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle.",
813,VIII,Scorbunny,fire,,Rabbit Pokémon,0.3,4.5,50,71,40,40,40,69,Blaze,,0,0,0,Scorbunny,Raboot,Cinderace,,,"A warm-up of running around gets fire energy coursing through this Pokémon’s body. Once that happens, it’s ready to fight at full power.",
814,VIII,Raboot,fire,,Rabbit Pokémon,0.6,9,65,86,60,55,60,94,Blaze,,0,0,0,Scorbunny,Raboot,Cinderace,,,Its thick and fluffy fur protects it from the cold and enables it to use hotter fire moves.,
815,VIII,Cinderace,fire,,Striker Pokémon,1.4,33,80,116,75,65,75,119,Blaze,,0,0,0,Scorbunny,Raboot,Cinderace,,,"It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched.",
816,VIII,Sobble,water,,Water Lizard Pokémon,0.3,4,50,40,40,70,40,70,Torrent,,0,0,0,Sobble,Drizzile,Inteleon,,,"When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won’t be able to resist weeping.",
817,VIII,Drizzile,water,,Water Lizard Pokémon,0.7,11.5,65,60,55,95,55,90,Torrent,,0,0,0,Sobble,Drizzile,Inteleon,,,"A clever combatant, this Pokémon battles using water balloons created with moisture secreted from its palms.",
818,VIII,Inteleon,water,,Secret Agent Pokémon,1.9,45.2,70,85,65,125,65,120,Torrent,,0,0,0,Sobble,Drizzile,Inteleon,,,"It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air.",
819,VIII,Skwovet,normal,,Cheeky Pokémon,0.3,2.5,70,55,55,35,35,25,Cheek Pouch,,0,0,0,Skwovet,Greedent,,,,"Found throughout the Galar region, this Pokémon becomes uneasy if its cheeks are ever completely empty of berries.",
820,VIII,Greedent,normal,,Greedy Pokémon,0.6,6,120,95,95,55,75,20,Cheek Pouch,,0,0,0,Skwovet,Greedent,,,,"It stashes berries in its tail—so many berries that they fall out constantly. But this Pokémon is a bit slow-witted, so it doesn’t notice the loss.",
821,VIII,Rookidee,flying,,Tiny Bird Pokémon,0.2,1.8,38,47,35,33,35,57,Keen Eye,Unnerve,0,0,0,Rookidee,Corvisquire,Corviknight,,,"It will bravely challenge any opponent, no matter how powerful. This Pokémon benefits from every battle—even a defeat increases its strength a bit.",
822,VIII,Corvisquire,flying,,Raven Pokémon,0.8,16,68,67,55,43,55,77,Keen Eye,Unnerve,0,0,0,Rookidee,Corvisquire,Corviknight,,,"Smart enough to use tools in battle, these Pokémon have been seen picking up rocks and flinging them or using ropes to wrap up enemies.",
823,VIII,Corviknight,flying,steel,Raven Pokémon,2.2,75,98,87,105,53,85,67,Pressure,Unnerve,0,0,0,Rookidee,Corvisquire,Corviknight,,,This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe.,
824,VIII,Blipbug,bug,,Larva Pokémon,0.4,8,25,20,20,25,45,45,Swarm,Compoundeyes,0,0,0,Blipbug,Dottler,Orbeetle,,,"A constant collector of information, this Pokémon is very smart. Very strong is what it isn’t.",
825,VIII,Dottler,bug,psychic,Radome Pokémon,0.4,19.5,50,35,80,50,90,30,Swarm,Compoundeyes,0,0,0,Blipbug,Dottler,Orbeetle,,,"It barely moves, but it’s still alive. Hiding in its shell without food or water seems to have awakened its psychic powers.",
826,VIII,Orbeetle,bug,psychic,Seven Spot Pokémon,0.4,40.8,60,45,110,80,120,90,Swarm,Frisk,0,0,0,Blipbug,Dottler,Orbeetle,,,"It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power.",
827,VIII,Nickit,dark,,Fox Pokémon,0.6,8.9,40,28,28,47,52,50,Run Away,Unburden,0,0,0,Nickit,Thievul,,,,"Aided by the soft pads on its feet, it silently raids the food stores of other Pokémon. It survives off its ill-gotten gains.",
828,VIII,Thievul,dark,,Fox Pokémon,1.2,19.9,70,58,58,87,92,90,Run Away,Unburden,0,0,0,Nickit,Thievul,,,,"It secretly marks potential targets with a scent. By following the scent, it stalks its targets and steals from them when they least expect it.",
829,VIII,Gossifleur,grass,,Flowering Pokémon,0.4,2.2,40,40,60,40,60,10,Cotton Down,Regenerator,0,0,0,Gossifleur,Eldegoss,,,,"It anchors itself in the ground with its single leg, then basks in the sun. After absorbing enough sunlight, its petals spread as it blooms brilliantly.",
830,VIII,Eldegoss,grass,,Cotton Bloom Pokémon,0.5,2.5,60,50,90,80,120,60,Cotton Down,Regenerator,0,0,0,Gossifleur,Eldegoss,,,,The seeds attached to its cotton fluff are full of nutrients. It spreads them on the wind so that plants and other Pokémon can benefit from them.,
831,VIII,Wooloo,normal,,Sheep Pokémon,0.6,6,42,40,55,40,45,48,Fluffy,Run Away,0,0,0,Wooloo,Dubwool,,,,"Its curly fleece is such an effective cushion that this Pokémon could fall off a cliff and stand right back up at the bottom, unharmed.",
832,VIII,Dubwool,normal,,Sheep Pokémon,1.3,43,72,80,100,60,90,88,Fluffy,Steadfast,0,0,0,Wooloo,Dubwool,,,,"Weave a carpet from its springy wool, and you end up with something closer to a trampoline. You’ll start to bounce the moment you set foot on it.",
833,VIII,Chewtle,water,,Snapping Pokémon,0.3,8.5,50,64,50,38,38,44,Strong Jaw,Shell Armor,0,0,0,Chewtle,Drednaw,,,,Apparently the itch of its teething impels it to snap its jaws at anything in front of it.,
834,VIII,Drednaw,water,rock,Bite Pokémon,1,115.5,90,115,90,48,68,74,Strong Jaw,Shell Armor,0,0,0,Chewtle,Drednaw,,,,"With jaws that can shear through steel rods, this highly aggressive Pokémon chomps down on its unfortunate prey.",
835,VIII,Yamper,electric,,Puppy Pokémon,0.3,13.5,59,45,50,40,50,26,Ball Fetch,,0,0,0,Yamper,Boltund,,,,"This Pokémon is very popular as a herding dog in the Galar region. As it runs, it generates electricity from the base of its tail.",
836,VIII,Boltund,electric,,Dog Pokémon,1,34,69,90,60,90,60,121,Strong Jaw,,0,0,0,Yamper,Boltund,,,,This Pokémon generates electricity and channels it into its legs to keep them going strong. Boltund can run nonstop for three full days.,
837,VIII,Rolycoly,rock,,Coal Pokémon,0.3,12,30,40,50,40,50,30,Steam Engine,Heatproof,0,0,0,Rolycoly,Carkol,Coalossal,,,"Most of its body has the same composition as coal. Fittingly, this Pokémon was first discovered in coal mines about 400 years ago.",
838,VIII,Carkol,rock,fire,Coal Pokémon,1.1,78,80,60,90,60,70,50,Steam Engine,Flame Body,0,0,0,Rolycoly,Carkol,Coalossal,,,It forms coal inside its body. Coal dropped by this Pokémon once helped fuel the lives of people in the Galar region.,
839,VIII,Coalossal,rock,fire,Coal Pokémon,2.8,310.5,110,80,120,80,90,30,Steam Engine,Flame Body,0,0,0,Rolycoly,Carkol,Coalossal,,,"It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit.",
840,VIII,Applin,grass,dragon,Apple Core Pokémon,0.2,0.5,40,40,80,40,40,20,Ripen,Gluttony,0,0,0,Applin,Flapple,Appletun,,,"It spends its entire life inside an apple. It hides from its natural enemies, bird Pokémon, by pretending it’s just an apple and nothing more.",
841,VIII,Flapple,grass,dragon,Apple Wing Pokémon,0.3,1,70,110,80,95,60,70,Ripen,Gluttony,0,0,0,Applin,Flapple,Appletun,,,"It ate a sour apple, and that induced its evolution. In its cheeks, it stores an acid capable of causing chemical burns.",
842,VIII,Appletun,grass,dragon,Apple Nectar Pokémon,0.4,13,110,85,80,100,80,30,Ripen,Gluttony,0,0,0,Applin,Flapple,Appletun,,,"Eating a sweet apple caused its evolution. A nectarous scent wafts from its body, luring in the bug Pokémon it preys on.",
843,VIII,Silicobra,ground,,Sand Snake Pokémon,2.2,7.6,52,57,75,35,50,46,Sand Spit,Shed Skin,0,0,0,Silicobra,Sandaconda,,,,"As it digs, it swallows sand and stores it in its neck pouch. The pouch can hold more than 17 pounds of sand.",
844,VIII,Sandaconda,ground,,Sand Snake Pokémon,3.8,65.5,72,107,125,65,70,71,Sand Spit,Shed Skin,0,0,0,Silicobra,Sandaconda,,,,"When it contracts its body, over 220 pounds of sand sprays from its nose. If it ever runs out of sand, it becomes disheartened.",
845,VIII,Cramorant,flying,water,Gulp Pokémon,0.8,18,70,85,55,85,95,85,Gulp Missile,,0,0,0,Cramorant,,,,,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight.",
846,VIII,Arrokuda,water,,Rush Pokémon,0.5,1,41,63,40,40,30,66,Swift Swim,,0,0,0,Arrokuda,Barraskewda,,,,"If it sees any movement around it, this Pokémon charges for it straightaway, leading with its sharply pointed jaw. It’s very proud of that jaw.",
847,VIII,Barraskewda,water,,Skewer Pokémon,1.3,30,61,123,60,60,50,136,Swift Swim,,0,0,0,Arrokuda,Barraskewda,,,,"This Pokémon has a jaw that’s as sharp as a spear and as strong as steel. Apparently Barraskewda’s flesh is surprisingly tasty, too.",
848,VIII,Toxel,electric,poison,Baby Pokémon,0.4,11,40,38,35,54,35,40,Rattled,Static,0,0,0,Toxel,Toxtricity,,,,"It stores poison in an internal poison sac and secretes that poison through its skin. If you touch this Pokémon, a tingling sensation follows.",
849,VIII,Toxtricity,electric,poison,Punk Pokémon,1.6,40,75,98,70,114,70,75,Punk Rock,Plus,0,0,0,Toxel,Toxtricity,,,,"Capable of generating 15,000 volts of electricity, this Pokémon looks down on all that would challenge it.",
850,VIII,Sizzlipede,fire,bug,Radiator Pokémon,0.7,1,50,65,45,50,50,45,Flash Fire,White Smoke,0,0,0,Sizzlipede,Centiskorch,,,,It stores flammable gas in its body and uses it to generate heat. The yellow sections on its belly get particularly hot.,
851,VIII,Centiskorch,fire,bug,Radiator Pokémon,3,120,100,115,65,90,90,65,Flash Fire,White Smoke,0,0,0,Sizzlipede,Centiskorch,,,,"When it heats up, its body temperature reaches about 1,500 degrees Fahrenheit. It lashes its body like a whip and launches itself at enemies.",
852,VIII,Clobbopus,fighting,,Tantrum Pokémon,0.6,4,50,68,60,50,50,32,Limber,,0,0,0,Clobbopus,Grapploct,,,,"It’s very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land.",
853,VIII,Grapploct,fighting,,Jujitsu Pokémon,1.6,39,80,118,90,70,80,42,Limber,,0,0,0,Clobbopus,Grapploct,,,,A body made up of nothing but muscle makes the grappling moves this Pokémon performs with its tentacles tremendously powerful.,
854,VIII,Sinistea,ghost,,Black Tea Pokémon,0.1,0.2,40,45,45,74,54,50,Weak Armor,,0,0,0,Sinistea,Polteageist,,,,"This Pokémon is said to have been born when a lonely spirit possessed a cold, leftover cup of tea.",
855,VIII,Polteageist,ghost,,Black Tea Pokémon,0.2,0.4,60,65,65,134,114,70,Weak Armor,,0,0,0,Sinistea,Polteageist,,,,"This species lives in antique teapots. Most pots are forgeries, but on rare occasions, an authentic work is found.",
856,VIII,Hatenna,psychic,,Calm Pokémon,0.4,3.4,42,30,45,56,53,39,Healer,Anticipation,0,0,0,Hatenna,Hattrem,Hatterene,,,"Via the protrusion on its head, it senses other creatures’ emotions. If you don’t have a calm disposition, it will never warm up to you.",
857,VIII,Hattrem,psychic,,Serene Pokémon,0.6,4.8,57,40,65,86,73,49,Healer,Anticipation,0,0,0,Hatenna,Hattrem,Hatterene,,,"No matter who you are, if you bring strong emotions near this Pokémon, it will silence you violently.",
858,VIII,Hatterene,psychic,fairy,Silent Pokémon,2.1,5.1,57,90,95,136,103,29,Healer,Anticipation,0,0,0,Hatenna,Hattrem,Hatterene,,,It emits psychic power strong enough to cause headaches as a deterrent to the approach of others.,
859,VIII,Impidimp,dark,fairy,Wily Pokémon,0.4,5.5,45,45,30,55,40,50,Prankster,Frisk,0,0,0,Impidimp,Morgrem,Grimmsnarl,,,"Through its nose, it sucks in the emanations produced by people and Pokémon when they feel annoyed. It thrives off this negative energy.",
860,VIII,Morgrem,dark,fairy,Devious Pokémon,0.8,12.5,65,60,45,75,55,70,Prankster,Frisk,0,0,0,Impidimp,Morgrem,Grimmsnarl,,,"When it gets down on all fours as if to beg for forgiveness, it’s trying to lure opponents in so that it can stab them with its spear-like hair.",
861,VIII,Grimmsnarl,dark,fairy,Bulk Up Pokémon,1.5,61,95,120,65,95,75,60,Prankster,Frisk,0,0,0,Impidimp,Morgrem,Grimmsnarl,,,"With the hair wrapped around its body helping to enhance its muscles, this Pokémon can overwhelm even Machamp.",
862,VIII,Obstagoon,dark,normal,Blocking Pokémon,1.6,46,93,90,101,60,81,95,Reckless,Guts,0,0,0,Zigzagoon,Linoone,Obstagoon,,,Its voice is staggering in volume. Obstagoon has a tendency to take on a threatening posture and shout—this move is known as Obstruct.,
863,VIII,Perrserker,steel,,Viking Pokémon,0.8,28,70,110,100,50,60,50,Battle Armor,Tough Claws,0,0,0,Meowth,Perrserker,,,,What appears to be an iron helmet is actually hardened hair. This Pokémon lives for the thrill of battle.,
864,VIII,Cursola,ghost,,Coral Pokémon,1,0.4,60,95,50,145,130,30,Weak Armor,,0,0,0,Corsola,Cursola,,,,Its shell is overflowing with its heightened otherworldly energy. The ectoplasm serves as protection for this Pokémon’s core spirit.,
865,VIII,Sirfetch'd,fighting,,Wild Duck Pokémon,0.8,117,62,135,95,68,82,65,Steadfast,,0,0,0,Farfetch'd,Sirfetch'd,,,,"Only Farfetch’d that have survived many battles can attain this evolution. When this Pokémon’s leek withers, it will retire from combat.",
866,VIII,Mr. Rime,ice,psychic,Comedian Pokémon,1.5,58.2,80,85,75,110,100,70,Tangled Feet,Screen Cleaner,0,0,0,Mime Jr.,Mr. Mime,Mr. Rime,,,It’s highly skilled at tap-dancing. It waves its cane of ice in time with its graceful movements.,
867,VIII,Runerigus,ground,ghost,Grudge Pokémon,1.6,66.6,58,95,145,50,105,30,Wandering Spirit,,0,0,0,Yamask,Cofagrigus,,,,"A powerful curse was woven into an ancient painting. After absorbing the spirit of a Yamask, the painting began to move.",
868,VIII,Milcery,fairy,,Cream Pokémon,0.2,0.3,45,40,40,50,61,34,Sweet Veil,,0,0,0,Milcery,Alcremie,,,,This Pokémon was born from sweet-smelling particles in the air. Its body is made of cream.,
869,VIII,Alcremie,fairy,,Cream Pokémon,0.3,0.5,65,60,75,110,121,64,Sweet Veil,,0,0,0,Milcery,Alcremie,,,,"When it trusts a Trainer, it will treat them to berries it's decorated with cream.",
870,VIII,Falinks,fighting,,Formation Pokémon,3,62,65,100,100,70,60,75,Battle Armor,,0,0,0,Falinks,,,,,"Five of them are troopers, and one is the brass. The brass’s orders are absolute.",
871,VIII,Pincurchin,electric,,Sea Urchin Pokémon,0.3,1,48,101,95,91,85,15,Lightning Rod,,0,0,0,Pincurchin,,,,,"It feeds on seaweed, using its teeth to scrape it off rocks. Electric current flows from the tips of its spines.",
872,VIII,Snom,ice,bug,Worm Pokémon,0.3,3.8,30,25,35,45,30,20,Shield Dust,,0,0,0,Snom,Frosmoth,,,,"It spits out thread imbued with a frigid sort of energy and uses it to tie its body to branches, disguising itself as an icicle while it sleeps.",
873,VIII,Frosmoth,ice,bug,Frost Moth Pokémon,1.3,42,70,65,60,125,90,65,Shield Dust,,0,0,0,Snom,Frosmoth,,,,Icy scales fall from its wings like snow as it flies over fields and mountains. The temperature of its wings is less than −290 degrees Fahrenheit.,
874,VIII,Stonjourner,rock,,Big Rock Pokémon,2.5,520,100,125,135,20,20,70,Power Spot,,0,0,0,Stonjourner,,,,,"It stands in grasslands, watching the sun’s descent from zenith to horizon. This Pokémon has a talent for delivering dynamic kicks.",
875,VIII,Eiscue,ice,,Penguin Pokémon,1.4,89,75,80,110,65,90,50,Ice Face,,0,0,0,Eiscue,,,,,It drifted in on the flow of ocean waters from a frigid place. It keeps its head iced constantly to make sure it stays nice and cold.,
876,VIII,Indeedee,psychic,normal,Emotion Pokémon,0.9,28,60,65,55,105,95,95,Inner Focus,Synchronize,0,0,0,Indeedee,,,,,"It uses the horns on its head to sense the emotions of others. Males will act as valets for those they serve, looking after their every need.",
877,VIII,Morpeko,electric,dark,Two-Sided Pokémon,0.3,3,58,95,58,70,58,97,Hunger Switch,,0,0,0,Morpeko,,,,,"As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It’s also generating electricity.",
878,VIII,Cufant,steel,,Copperderm Pokémon,1.2,100,72,80,49,40,49,40,Sheer Force,,0,0,0,Cufant,Copperajah,,,,"It digs up the ground with its trunk. It’s also very strong, being able to carry loads of over five tons without any problem at all.",
879,VIII,Copperajah,steel,,Copperderm Pokémon,3,650,122,130,69,80,69,30,Sheer Force,,0,0,0,Cufant,Copperajah,,,,They came over from another region long ago and worked together with humans. Their green skin is resistant to water.,
